Candidate,Security_Key,Source_WS_ID,Primary_MIC,Primary_Ticker,Coverage_Feasibility,Reason,Sector_Value_Materialized
ICB,WSSEC:WS:XSHG:600585,WS:XSHG:600585,XSHG,600585,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
ICB,WSSEC:WS:XSHG:600588,WS:XSHG:600588,XSHG,600588,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
ICB,WSSEC:WS:XSHG:600600,WS:XSHG:600600,XSHG,600600,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
ICB,WSSEC:WS:XSHG:600660,WS:XSHG:600660,XSHG,600660,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
ICB,WSSEC:WS:XSHG:600674,WS:XSHG:600674,XSHG,600674,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
ICB,WSSEC:WS:XSHG:600690,WS:XSHG:600690,XSHG,600690,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
ICB,WSSEC:WS:XSHG:600741,WS:XSHG:600741,XSHG,600741,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
ICB,WSSEC:WS:XSHG:600760,WS:XSHG:600760,XSHG,600760,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
ICB,WSSEC:WS:XSHG:600795,WS:XSHG:600795,XSHG,600795,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
ICB,WSSEC:WS:XSHG:600809,WS:XSHG:600809,XSHG,600809,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
ICB,WSSEC:WS:XSHG:600845,WS:XSHG:600845,XSHG,600845,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
ICB,WSSEC:WS:XSHG:600875,WS:XSHG:600875,XSHG,600875,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
ICB,WSSEC:WS:XSHG:600886,WS:XSHG:600886,XSHG,600886,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
ICB,WSSEC:WS:XSHG:600887,WS:XSHG:600887,XSHG,600887,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
ICB,WSSEC:WS:XSHG:600893,WS:XSHG:600893,XSHG,600893,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
ICB,WSSEC:WS:XSHG:600900,WS:XSHG:600900,XSHG,600900,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
ICB,WSSEC:WS:XSHG:600905,WS:XSHG:600905,XSHG,600905,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
ICB,WSSEC:WS:XSHG:600918,WS:XSHG:600918,XSHG,600918,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
ICB,WSSEC:WS:XSHG:600919,WS:XSHG:600919,XSHG,600919,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
ICB,WSSEC:WS:XSHG:600926,WS:XSHG:600926,XSHG,600926,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
ICB,WSSEC:WS:XSHG:600930,WS:XSHG:600930,XSHG,600930,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
ICB,WSSEC:WS:XSHG:600938,WS:XSHG:600938,XSHG,600938,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
ICB,WSSEC:WS:XSHG:600941,WS:XSHG:600941,XSHG,600941,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
ICB,WSSEC:WS:XSHG:600958,WS:XSHG:600958,XSHG,600958,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
ICB,WSSEC:WS:XSHG:600989,WS:XSHG:600989,XSHG,600989,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
ICB,WSSEC:WS:XSHG:600999,WS:XSHG:600999,XSHG,600999,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
ICB,WSSEC:WS:XSHG:601006,WS:XSHG:601006,XSHG,601006,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
ICB,WSSEC:WS:XSHG:601009,WS:XSHG:601009,XSHG,601009,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
ICB,WSSEC:WS:XSHG:601012,WS:XSHG:601012,XSHG,601012,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
ICB,WSSEC:WS:XSHG:601018,WS:XSHG:601018,XSHG,601018,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
ICB,WSSEC:WS:XSHG:601021,WS:XSHG:601021,XSHG,601021,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
ICB,WSSEC:WS:XSHG:601058,WS:XSHG:601058,XSHG,601058,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
ICB,WSSEC:WS:XSHG:601066,WS:XSHG:601066,XSHG,601066,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
ICB,WSSEC:WS:XSHG:601077,WS:XSHG:601077,XSHG,601077,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
ICB,WSSEC:WS:XSHG:601088,WS:XSHG:601088,XSHG,601088,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
ICB,WSSEC:WS:XSHG:601100,WS:XSHG:601100,XSHG,601100,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
ICB,WSSEC:WS:XSHG:601111,WS:XSHG:601111,XSHG,601111,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
ICB,WSSEC:WS:XSHG:601117,WS:XSHG:601117,XSHG,601117,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
ICB,WSSEC:WS:XSHG:601127,WS:XSHG:601127,XSHG,601127,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
ICB,WSSEC:WS:XSHG:601136,WS:XSHG:601136,XSHG,601136,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
ICB,WSSEC:WS:XSHG:601138,WS:XSHG:601138,XSHG,601138,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
ICB,WSSEC:WS:XSHG:601166,WS:XSHG:601166,XSHG,601166,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
ICB,WSSEC:WS:XSHG:601169,WS:XSHG:601169,XSHG,601169,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
ICB,WSSEC:WS:XSHG:601186,WS:XSHG:601186,XSHG,601186,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
ICB,WSSEC:WS:XSHG:601211,WS:XSHG:601211,XSHG,601211,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
ICB,WSSEC:WS:XSHG:601225,WS:XSHG:601225,XSHG,601225,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
ICB,WSSEC:WS:XSHG:601229,WS:XSHG:601229,XSHG,601229,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
ICB,WSSEC:WS:XSHG:601238,WS:XSHG:601238,XSHG,601238,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
ICB,WSSEC:WS:XSHG:601288,WS:XSHG:601288,XSHG,601288,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
ICB,WSSEC:WS:XSHG:601318,WS:XSHG:601318,XSHG,601318,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
ICB,WSSEC:WS:XSHG:601319,WS:XSHG:601319,XSHG,601319,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
ICB,WSSEC:WS:XSHG:601328,WS:XSHG:601328,XSHG,601328,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
ICB,WSSEC:WS:XSHG:601336,WS:XSHG:601336,XSHG,601336,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
ICB,WSSEC:WS:XSHG:601360,WS:XSHG:601360,XSHG,601360,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
ICB,WSSEC:WS:XSHG:601377,WS:XSHG:601377,XSHG,601377,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
ICB,WSSEC:WS:XSHG:601390,WS:XSHG:601390,XSHG,601390,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
ICB,WSSEC:WS:XSHG:601398,WS:XSHG:601398,XSHG,601398,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
ICB,WSSEC:WS:XSHG:601456,WS:XSHG:601456,XSHG,601456,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
ICB,WSSEC:WS:XSHG:601600,WS:XSHG:601600,XSHG,601600,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
ICB,WSSEC:WS:XSHG:601601,WS:XSHG:601601,XSHG,601601,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
ICB,WSSEC:WS:XSHG:601607,WS:XSHG:601607,XSHG,601607,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
ICB,WSSEC:WS:XSHG:601618,WS:XSHG:601618,XSHG,601618,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
ICB,WSSEC:WS:XSHG:601628,WS:XSHG:601628,XSHG,601628,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
ICB,WSSEC:WS:XSHG:601633,WS:XSHG:601633,XSHG,601633,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
ICB,WSSEC:WS:XSHG:601658,WS:XSHG:601658,XSHG,601658,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
ICB,WSSEC:WS:XSHG:601668,WS:XSHG:601668,XSHG,601668,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
ICB,WSSEC:WS:XSHG:601669,WS:XSHG:601669,XSHG,601669,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
ICB,WSSEC:WS:XSHG:601688,WS:XSHG:601688,XSHG,601688,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
ICB,WSSEC:WS:XSHG:601689,WS:XSHG:601689,XSHG,601689,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
ICB,WSSEC:WS:XSHG:601698,WS:XSHG:601698,XSHG,601698,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
ICB,WSSEC:WS:XSHG:601727,WS:XSHG:601727,XSHG,601727,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
ICB,WSSEC:WS:XSHG:601728,WS:XSHG:601728,XSHG,601728,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
ICB,WSSEC:WS:XSHG:601766,WS:XSHG:601766,XSHG,601766,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
ICB,WSSEC:WS:XSHG:601788,WS:XSHG:601788,XSHG,601788,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
ICB,WSSEC:WS:XSHG:601800,WS:XSHG:601800,XSHG,601800,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
ICB,WSSEC:WS:XSHG:601816,WS:XSHG:601816,XSHG,601816,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
ICB,WSSEC:WS:XSHG:601818,WS:XSHG:601818,XSHG,601818,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
ICB,WSSEC:WS:XSHG:601825,WS:XSHG:601825,XSHG,601825,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
ICB,WSSEC:WS:XSHG:601838,WS:XSHG:601838,XSHG,601838,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
ICB,WSSEC:WS:XSHG:601857,WS:XSHG:601857,XSHG,601857,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
ICB,WSSEC:WS:XSHG:601868,WS:XSHG:601868,XSHG,601868,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
ICB,WSSEC:WS:XSHG:601872,WS:XSHG:601872,XSHG,601872,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
ICB,WSSEC:WS:XSHG:601877,WS:XSHG:601877,XSHG,601877,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
ICB,WSSEC:WS:XSHG:601878,WS:XSHG:601878,XSHG,601878,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
ICB,WSSEC:WS:XSHG:601881,WS:XSHG:601881,XSHG,601881,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
ICB,WSSEC:WS:XSHG:601888,WS:XSHG:601888,XSHG,601888,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
ICB,WSSEC:WS:XSHG:601898,WS:XSHG:601898,XSHG,601898,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
ICB,WSSEC:WS:XSHG:601899,WS:XSHG:601899,XSHG,601899,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
ICB,WSSEC:WS:XSHG:601901,WS:XSHG:601901,XSHG,601901,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
ICB,WSSEC:WS:XSHG:601916,WS:XSHG:601916,XSHG,601916,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
ICB,WSSEC:WS:XSHG:601919,WS:XSHG:601919,XSHG,601919,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
ICB,WSSEC:WS:XSHG:601939,WS:XSHG:601939,XSHG,601939,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
ICB,WSSEC:WS:XSHG:601985,WS:XSHG:601985,XSHG,601985,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
ICB,WSSEC:WS:XSHG:601988,WS:XSHG:601988,XSHG,601988,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
ICB,WSSEC:WS:XSHG:601995,WS:XSHG:601995,XSHG,601995,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
ICB,WSSEC:WS:XSHG:601998,WS:XSHG:601998,XSHG,601998,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
ICB,WSSEC:WS:XSHG:603019,WS:XSHG:603019,XSHG,603019,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
ICB,WSSEC:WS:XSHG:603259,WS:XSHG:603259,XSHG,603259,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
ICB,WSSEC:WS:XSHG:603260,WS:XSHG:603260,XSHG,603260,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
ICB,WSSEC:WS:XSHG:603288,WS:XSHG:603288,XSHG,603288,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
ICB,WSSEC:WS:XSHG:603296,WS:XSHG:603296,XSHG,603296,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
ICB,WSSEC:WS:XSHG:603369,WS:XSHG:603369,XSHG,603369,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
ICB,WSSEC:WS:XSHG:603392,WS:XSHG:603392,XSHG,603392,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
ICB,WSSEC:WS:XSHG:603501,WS:XSHG:603501,XSHG,603501,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
ICB,WSSEC:WS:XSHG:603799,WS:XSHG:603799,XSHG,603799,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
ICB,WSSEC:WS:XSHG:603893,WS:XSHG:603893,XSHG,603893,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
ICB,WSSEC:WS:XSHG:603986,WS:XSHG:603986,XSHG,603986,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
ICB,WSSEC:WS:XSHG:603993,WS:XSHG:603993,XSHG,603993,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
ICB,WSSEC:WS:XSHG:605117,WS:XSHG:605117,XSHG,605117,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
ICB,WSSEC:WS:XSHG:605499,WS:XSHG:605499,XSHG,605499,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
ICB,WSSEC:WS:XSHG:688008,WS:XSHG:688008,XSHG,688008,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
ICB,WSSEC:WS:XSHG:688012,WS:XSHG:688012,XSHG,688012,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
ICB,WSSEC:WS:XSHG:688036,WS:XSHG:688036,XSHG,688036,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
ICB,WSSEC:WS:XSHG:688041,WS:XSHG:688041,XSHG,688041,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
ICB,WSSEC:WS:XSHG:688047,WS:XSHG:688047,XSHG,688047,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
ICB,WSSEC:WS:XSHG:688072,WS:XSHG:688072,XSHG,688072,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
ICB,WSSEC:WS:XSHG:688082,WS:XSHG:688082,XSHG,688082,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
ICB,WSSEC:WS:XSHG:688111,WS:XSHG:688111,XSHG,688111,NOT_VERIFIED,EXACT_OFFICIAL_BULK_MEMBERSHIP_NOT_PROVEN_NO_ENTITLED_MAPPING_FILE_ACCESSED,NO
